,prediction,image_id,x_top_left,y_top_left,x_bottom_right,y_bottom_right
71,person,/content/drive/My Drive/Savour/whole/How Do Gender Transitions Happen....jpg,0.2015872448682785,445.1734313964844,31.268779754638672,636.4054565429688
72,person,/content/drive/My Drive/Savour/whole/How Do Gender Transitions Happen....jpg,536.228271484375,237.3287811279297,559.7941284179688,279.148193359375
73,handbag,/content/drive/My Drive/Savour/whole/How Do Gender Transitions Happen....jpg,740.319091796875,259.9815368652344,763.2451171875,296.0321350097656
74,person,/content/drive/My Drive/Savour/whole/How Do Gender Transitions Happen....jpg,812.0452880859375,222.84835815429688,819.90478515625,250.17697143554688
75,person,/content/drive/My Drive/Savour/whole/How Do Gender Transitions Happen....jpg,485.7834167480469,234.64468383789062,504.8199768066406,290.0129699707031
76,traffic light,/content/drive/My Drive/Savour/whole/How Do Gender Transitions Happen....jpg,728.126220703125,171.0232696533203,738.8018188476562,192.66275024414062
77,person,/content/drive/My Drive/Savour/whole/How Do Gender Transitions Happen....jpg,711.6814575195312,226.1396026611328,721.5569458007812,251.57464599609375
78,person,/content/drive/My Drive/Savour/whole/How Do Gender Transitions Happen....jpg,554.3616333007812,226.662353515625,569.0342407226562,283.421142578125
79,traffic light,/content/drive/My Drive/Savour/whole/How Do Gender Transitions Happen....jpg,473.6163635253906,175.50439453125,481.0962829589844,188.77490234375
80,person,/content/drive/My Drive/Savour/whole/How Do Gender Transitions Happen....jpg,960.7191772460938,269.27069091796875,1000.0,335.0401916503906
81,traffic light,/content/drive/My Drive/Savour/whole/How Do Gender Transitions Happen....jpg,769.8442993164062,184.34959411621094,777.7427368164062,194.96694946289062
82,handbag,/content/drive/My Drive/Savour/whole/How Do Gender Transitions Happen....jpg,743.403564453125,275.85406494140625,764.98388671875,298.7720947265625
83,car,/content/drive/My Drive/Savour/whole/How Do Gender Transitions Happen....jpg,470.2166442871094,217.7891387939453,491.40899658203125,235.339599609375
84,person,/content/drive/My Drive/Savour/whole/How Do Gender Transitions Happen....jpg,60.811344146728516,257.5216369628906,90.42827606201172,285.3529968261719
85,handbag,/content/drive/My Drive/Savour/whole/How Do Gender Transitions Happen....jpg,946.9034423828125,467.17950439453125,995.250732421875,565.6138305664062
86,person,/content/drive/My Drive/Savour/whole/Only African American people of color....jpg,279.5719909667969,163.98765563964844,609.4376220703125,496.36260986328125
87,wine glass,/content/drive/My Drive/Savour/whole/Only African American people of color....jpg,696.053955078125,482.1770935058594,763.0648193359375,613.58984375
88,person,/content/drive/My Drive/Savour/whole/Only African American people of color....jpg,578.6402587890625,199.99935913085938,854.6630859375,555.6776733398438
89,wine glass,/content/drive/My Drive/Savour/whole/Only African American people of color....jpg,225.2305145263672,530.8718872070312,311.4110107421875,683.1338500976562
90,wine glass,/content/drive/My Drive/Savour/whole/Only African American people of color....jpg,326.5500183105469,441.0159606933594,388.1570739746094,557.4924926757812
91,wine glass,/content/drive/My Drive/Savour/whole/Only African American people of color....jpg,541.0536499023438,424.5268859863281,596.4063110351562,528.9859008789062
92,person,/content/drive/My Drive/Savour/whole/Only African American people of color....jpg,43.3477897644043,166.32522583007812,181.74156188964844,557.2611694335938
93,dining table,/content/drive/My Drive/Savour/whole/Only African American people of color....jpg,51.51958465576172,453.802490234375,955.4724731445312,785.947998046875
94,chair,/content/drive/My Drive/Savour/whole/Only African American people of color....jpg,831.2119750976562,393.1371154785156,925.1217651367188,578.7716064453125
95,bottle,/content/drive/My Drive/Savour/whole/Only African American people of color....jpg,340.4962158203125,630.492431640625,379.0758056640625,706.8160400390625
96,bottle,/content/drive/My Drive/Savour/whole/Only African American people of color....jpg,488.00482177734375,638.1392822265625,526.9959716796875,714.7691650390625
97,bottle,/content/drive/My Drive/Savour/whole/Only African American people of color....jpg,454.1266784667969,631.304443359375,490.3821716308594,705.0428466796875
98,fork,/content/drive/My Drive/Savour/whole/Only African American people of color....jpg,636.9469604492188,673.6241455078125,768.0813598632812,707.0111083984375
99,tie,/content/drive/My Drive/Savour/whole/Only African American people of color....jpg,83.50956726074219,375.52337646484375,100.70537567138672,485.7572937011719
100,person,/content/drive/My Drive/Savour/whole/Sad Woman Blowing Party....jpg,153.21087646484375,150.91714477539062,676.61181640625,1012.8099365234375
101,cake,/content/drive/My Drive/Savour/whole/Sad Woman Blowing Party....jpg,45.839839935302734,786.4940185546875,359.0492858886719,978.7669677734375
102,chair,/content/drive/My Drive/Savour/whole/Sad Woman Blowing Party....jpg,191.82745361328125,640.649658203125,408.2584228515625,922.0858154296875
103,tie,/content/drive/My Drive/Savour/whole/Sad Woman Blowing Party....jpg,302.4271545410156,407.28399658203125,357.1193542480469,594.9769287109375
104,person,/content/drive/My Drive/Savour/whole/Ecuador_ a Hinge Election for Latin America.jpg,1241.210693359375,157.04052734375,1534.625732421875,624.9042358398438
105,person,/content/drive/My Drive/Savour/whole/Ecuador_ a Hinge Election for Latin America.jpg,529.3878173828125,129.70936584472656,997.3251342773438,693.0093383789062
106,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,1324.708740234375,787.9202880859375,1527.7723388671875,1517.793701171875
107,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,1126.1622314453125,720.8130493164062,1319.227783203125,1596.6083984375
108,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,1487.05419921875,671.4288330078125,1681.390380859375,1527.081787109375
109,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,13.848941802978516,1003.1038818359375,262.7469482421875,1591.720947265625
110,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,2193.132568359375,1000.9589233398438,2492.93017578125,1538.0509033203125
111,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,631.1682739257812,1024.8223876953125,972.9969482421875,1650.1820068359375
112,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,1950.8450927734375,1014.6155395507812,2207.168701171875,1518.552490234375
113,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,1657.4088134765625,1063.0765380859375,2083.95068359375,1645.869384765625
114,chair,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,2080.03662109375,1481.5054931640625,2452.14013671875,1659.566162109375
115,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,683.884521484375,1000.7897338867188,1204.5032958984375,1648.9718017578125
116,chair,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,609.996337890625,1513.99365234375,828.7586669921875,1663.3316650390625
117,chair,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,184.88673400878906,1463.5125732421875,418.6371765136719,1658.10107421875
118,dog,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,1389.2923583984375,1491.98974609375,1615.6673583984375,1663.0081787109375
119,chair,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,184.16966247558594,1475.311767578125,788.9797973632812,1652.77001953125
120,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,1670.6693115234375,1024.9805908203125,1861.6802978515625,1325.14794921875
121,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,240.10044860839844,1024.664306640625,711.91015625,1512.2799072265625
122,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,230.04592895507812,975.1044921875,410.3867492675781,1349.0767822265625
123,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,241.76007080078125,1075.0755615234375,417.3699645996094,1490.453369140625
124,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,601.572509765625,1048.5,710.7083740234375,1468.1370849609375
125,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,0.6229048371315002,1019.82421875,55.267494201660156,1275.5010986328125
126,chair,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,1654.807861328125,1471.9600830078125,2080.9169921875,1656.267822265625
127,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,1663.5615234375,1049.721923828125,1965.10693359375,1456.8353271484375
128,chair,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,49.70639419555664,1448.3143310546875,368.0418395996094,1655.39892578125
129,chair,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (2).jpg,740.3042602539062,1532.3345947265625,842.1430053710938,1661.0819091796875
130,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (1).jpg,1309.7047119140625,588.2114868164062,1665.415771484375,1658.2877197265625
131,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (1).jpg,475.4326477050781,719.4102783203125,1277.38623046875,1645.53515625
132,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (1).jpg,1594.5426025390625,448.5801696777344,1973.065185546875,1592.6766357421875
133,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (1).jpg,220.5082550048828,229.740478515625,699.0300903320312,1355.736083984375
134,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (1).jpg,1665.31298828125,632.11572265625,2493.941162109375,1649.68359375
135,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (1).jpg,1803.4515380859375,529.16552734375,2133.78271484375,1594.179931640625
136,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (1).jpg,902.7667236328125,742.648193359375,1012.0357666015625,876.1080932617188
137,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (1).jpg,1015.2098388671875,715.4205932617188,1085.8333740234375,827.7091674804688
138,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (1).jpg,1090.2110595703125,747.448974609375,1182.7841796875,823.7279663085938
139,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (1).jpg,1267.6053466796875,753.1271362304688,1359.460205078125,828.666015625
140,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (1).jpg,412.4026794433594,722.10302734375,737.5054931640625,1424.6942138671875
141,handbag,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (1).jpg,596.06201171875,1126.7060546875,723.5838623046875,1250.7412109375
142,handbag,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (1).jpg,452.0454406738281,900.6658935546875,639.26708984375,1061.0762939453125
143,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (5).jpg,1476.5252685546875,818.5311279296875,1843.2994384765625,1657.1705322265625
144,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (5).jpg,897.4285278320312,832.8901977539062,1662.7020263671875,1661.2305908203125
145,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (5).jpg,1828.3489990234375,321.8282775878906,2466.700439453125,1607.6097412109375
146,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (5).jpg,0.0,904.6497802734375,456.51953125,1649.3568115234375
147,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (5).jpg,862.6365966796875,756.3527221679688,1181.86572265625,1545.6788330078125
148,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (5).jpg,665.6129150390625,668.0114135742188,893.791015625,1158.5494384765625
149,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (5).jpg,480.17578125,1002.4258422851562,584.7443237304688,1100.3323974609375
150,tie,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (5).jpg,744.7647705078125,947.8240356445312,790.08349609375,1038.86181640625
151,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (5).jpg,1102.99609375,1027.064697265625,1179.23486328125,1198.41015625
152,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (5).jpg,311.6373291015625,992.5402221679688,452.5258483886719,1130.09326171875
153,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (5).jpg,1153.2047119140625,1012.6466064453125,1240.661865234375,1207.6168212890625
154,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (5).jpg,386.828369140625,841.502197265625,901.9185180664062,1635.701904296875
155,person,/content/drive/My Drive/Savour/whole/10 Bridal Party Tips for the Non... (5).jpg,1635.9932861328125,872.0541381835938,1751.4217529296875,1032.2696533203125
156,person,/content/drive/My Drive/Savour/whole/Free Images _ people_ play_ cake_ kids....jpg,194.09310913085938,452.6849670410156,1672.864990234375,2566.690185546875
157,person,/content/drive/My Drive/Savour/whole/Free Images _ people_ play_ cake_ kids....jpg,2088.291748046875,187.2462615966797,3221.93115234375,2039.455322265625
158,person,/content/drive/My Drive/Savour/whole/Free Images _ people_ play_ cake_ kids....jpg,2914.217041015625,478.4364929199219,3888.0,2085.035400390625
159,person,/content/drive/My Drive/Savour/whole/Free Images _ people_ play_ cake_ kids....jpg,3034.99267578125,0.0,3888.0,929.1649780273438
160,cake,/content/drive/My Drive/Savour/whole/Free Images _ people_ play_ cake_ kids....jpg,1668.15185546875,2046.905029296875,3503.28173828125,2563.91259765625
161,person,/content/drive/My Drive/Savour/whole/Free Images _ people_ play_ cake_ kids....jpg,1722.54736328125,95.10616302490234,2486.109619140625,1749.9566650390625
162,dining table,/content/drive/My Drive/Savour/whole/Free Images _ people_ play_ cake_ kids....jpg,821.8497924804688,1993.00537109375,3785.89794921875,2592.0
163,bottle,/content/drive/My Drive/Savour/whole/Free Images _ people_ play_ cake_ kids....jpg,1924.6712646484375,1423.225830078125,2163.421875,2114.339111328125
164,person,/content/drive/My Drive/Savour/whole/musical theatre 3888x2592....jpg,749.8342895507812,1128.3712158203125,1198.0205078125,2581.052490234375
165,person,/content/drive/My Drive/Savour/whole/musical theatre 3888x2592....jpg,125.78687286376953,656.7387084960938,765.0963745117188,2553.271240234375
166,person,/content/drive/My Drive/Savour/whole/musical theatre 3888x2592....jpg,2013.8546142578125,1076.7235107421875,2969.2978515625,2313.555908203125
167,person,/content/drive/My Drive/Savour/whole/musical theatre 3888x2592....jpg,1146.2247314453125,1133.1995849609375,1803.844970703125,2552.597412109375
168,cup,/content/drive/My Drive/Savour/whole/musical theatre 3888x2592....jpg,93.78663635253906,2344.046875,229.7428741455078,2507.97900390625
169,person,/content/drive/My Drive/Savour/whole/musical theatre 3888x2592....jpg,2555.261474609375,641.084716796875,3002.03515625,1434.510009765625
170,person,/content/drive/My Drive/Savour/whole/musical theatre 3888x2592....jpg,1582.969970703125,1020.1420288085938,2056.636474609375,2535.349853515625
171,person,/content/drive/My Drive/Savour/whole/musical theatre 3888x2592....jpg,1995.2890625,216.15892028808594,2688.190185546875,1423.4847412109375
172,person,/content/drive/My Drive/Savour/whole/musical theatre 3888x2592....jpg,3193.509765625,1028.032958984375,3770.1171875,1982.3768310546875
173,person,/content/drive/My Drive/Savour/whole/musical theatre 3888x2592....jpg,1249.1553955078125,148.28726196289062,1815.238525390625,1402.8094482421875
174,person,/content/drive/My Drive/Savour/whole/musical theatre 3888x2592....jpg,554.0467529296875,548.7001342773438,858.3643188476562,1595.537109375
175,bottle,/content/drive/My Drive/Savour/whole/musical theatre 3888x2592....jpg,3058.228271484375,1844.08447265625,3219.070068359375,2592.0
176,person,/content/drive/My Drive/Savour/whole/musical theatre 3888x2592....jpg,2793.191650390625,907.2598876953125,3306.501953125,1966.73486328125
177,bottle,/content/drive/My Drive/Savour/whole/musical theatre 3888x2592....jpg,3602.839599609375,1949.796875,3783.872802734375,2592.0
178,bottle,/content/drive/My Drive/Savour/whole/musical theatre 3888x2592....jpg,3219.676513671875,1834.082275390625,3388.640869140625,2592.0
179,chair,/content/drive/My Drive/Savour/whole/musical theatre 3888x2592....jpg,181.93563842773438,252.95509338378906,415.2997741699219,551.1129760742188
180,bottle,/content/drive/My Drive/Savour/whole/musical theatre 3888x2592....jpg,2548.84521484375,2005.0084228515625,2685.255126953125,2543.205078125
181,person,/content/drive/My Drive/Savour/whole/Folsom Weekend Party Guide 2018 - Andymatic.jpg,512.5799560546875,454.31494140625,1083.2659912109375,1849.7467041015625
182,person,/content/drive/My Drive/Savour/whole/Folsom Weekend Party Guide 2018 - Andymatic.jpg,2590.268798828125,442.2982177734375,2915.52587890625,1490.9268798828125
183,person,/content/drive/My Drive/Savour/whole/Folsom Weekend Party Guide 2018 - Andymatic.jpg,2910.25634765625,407.3888854980469,3212.56982421875,1420.8536376953125
184,person,/content/drive/My Drive/Savour/whole/Folsom Weekend Party Guide 2018 - Andymatic.jpg,2236.843017578125,446.5682678222656,2573.03466796875,1556.1453857421875
185,umbrella,/content/drive/My Drive/Savour/whole/Folsom Weekend Party Guide 2018 - Andymatic.jpg,600.0013427734375,20.026580810546875,1336.40478515625,311.65478515625
